ट्वेन्टी	2
ट्वेंटी	2
थर्टी	3
फोर्टी	4
फिफ्टी	5
सिक्स्टी	6
सेवन्टी	7
एटी	8
नाइन्टी	9
नाइंटी	9
नाइनटी  9
